GOLD_ID	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	TYPE	MATCHED TERM	PREFERRED FORM	CURIE_SYNONYM_REMOVED	CURIE
Gb0196986	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196986	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196997	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196997	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196914	terrestrial biome	blanket bog	peat soil	ENVO_00000446	ENVO_00000511	ENVO_00005774	biolink:OntologyClass	Peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0196914	terrestrial biome	blanket bog	peat soil	ENVO_00000446	ENVO_00000511	ENVO_00005774	biolink:OntologyClass	Peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0196914	terrestrial biome	blanket bog	peat soil	ENVO_00000446	ENVO_00000511	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0196914	terrestrial biome	blanket bog	peat soil	ENVO_00000446	ENVO_00000511	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0196919	terrestrial biome	fen	peat soil	ENVO_00000446	ENVO_00000232	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0196919	terrestrial biome	fen	peat soil	ENVO_00000446	ENVO_00000232	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0196927	aquatic biome	glacier ice field	ice	ENVO_00002030	ENVO_01001532	ENVO_01001125	biolink:OntologyClass	ice	ice	ENVO_01001125	ENVO:01001125
Gb0196928	aquatic biome	glacier ice field	ice	ENVO_00002030	ENVO_01001532	ENVO_01001125	biolink:OntologyClass	ice	ice	ENVO_01001125	ENVO:01001125
Gb0196930	aquatic biome	glacier ice field	ice	ENVO_00002030	ENVO_01001532	ENVO_01001125	biolink:OntologyClass	ice	ice	ENVO_01001125	ENVO:01001125
Gb0196931	aquatic biome	glacier ice field	ice	ENVO_00002030	ENVO_01001532	ENVO_01001125	biolink:OntologyClass	ice	ice	ENVO_01001125	ENVO:01001125
Gb0196949	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196949	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196950	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196950	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196960	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196960	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196961	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196961	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196965	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196965	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0196966	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0196970	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0196976	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0196773	marine biome	oceanic zone	oceanic crust	ENVO_00000447	ENVO_00000207	ENVO_01000749	biolink:OntologyClass	Oceanic crust	oceanic crust	ENVO_01000749	ENVO:01000749
Gb0196778	terrestrial biome	planetary subsurface zone	brine	ENVO_00000446	ENVO_01000941	ENVO_00003044	biolink:OntologyClass	brine	brine	ENVO_00003044	ENVO:00003044
Gb0196989	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196989	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196990	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196990	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196991	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196991	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196992	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196992	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196993	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196993	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196994	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196994	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196995	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196995	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196996	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0196996	terrestrial biome	microcosm	soil	ENVO_00000446	ENVO_01000621	ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0196783	terrestrial biome	mine	brine	ENVO_00000446	ENVO_00000076	ENVO_00003044	biolink:OntologyClass	Brine	brine	ENVO_00003044	ENVO:00003044
Gb0196784	terrestrial biome	mine	brine	ENVO_00000446	ENVO_00000076	ENVO_00003044	biolink:OntologyClass	Brine	brine	ENVO_00003044	ENVO:00003044
Gb0196785	terrestrial biome	mine	brine	ENVO_00000446	ENVO_00000076	ENVO_00003044	biolink:OntologyClass	Brine	brine	ENVO_00003044	ENVO:00003044
Gb0196794	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	biolink:OntologyClass	Marine sediments	marine sediment	ENVO_03000033	ENVO:03000033_SYNONYM
Gb0196795	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	biolink:OntologyClass	Marine sediments	marine sediment	ENVO_03000033	ENVO:03000033_SYNONYM
Gb0196797	aquatic biome	spring	sediment	ENVO_00002030	ENVO_00000027	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0196797	aquatic biome	spring	sediment	ENVO_00002030	ENVO_00000027	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0196802	marine hydrothermal vent biome	mud volcano	marine sediment	ENVO_01000030	ENVO_00000402	ENVO_03000033	biolink:OntologyClass	Marine sediment	marine sediment	ENVO_03000033	ENVO:03000033
Gb0196803	marine hydrothermal vent biome	mud volcano	marine sediment	ENVO_01000030	ENVO_00000402	ENVO_03000033	biolink:OntologyClass	Marine sediment	marine sediment	ENVO_03000033	ENVO:03000033
Gb0196806	marine hydrothermal vent biome	mud volcano	marine sediment	ENVO_01000030	ENVO_00000402	ENVO_03000033	biolink:OntologyClass	Marine sediment	marine sediment	ENVO_03000033	ENVO:03000033
Gb0196807	marine hydrothermal vent biome	mud volcano	marine sediment	ENVO_01000030	ENVO_00000402	ENVO_03000033	biolink:OntologyClass	Marine sediment	marine sediment	ENVO_03000033	ENVO:03000033
Gb0196839	forest biome	forest floor	burned soil	ENVO_01000174	ENVO_01001582	ENVO_00005760	biolink:OntologyClass	Burned soil	burned soil	ENVO_00005760	ENVO:00005760
Gb0196839	forest biome	forest floor	burned soil	ENVO_01000174	ENVO_01001582	ENVO_00005760	biolink:OntologyClass	burned soil	burned soil	ENVO_00005760	ENVO:00005760
Gb0259592	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	biolink:OntologyClass	Bulk soil	bulk soil	ENVO_00005802	ENVO:00005802
Gb0196850	aquatic biome	hypersaline lake	lake water	ENVO_00002030	ENVO_01001020	ENVO_04000007	biolink:OntologyClass	lake water	lake water	ENVO_04000007	ENVO:04000007
Gb0197965	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197965	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197994	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197994	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198027	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198027	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198067	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198067	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198071	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198071	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198073	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198073	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198074	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198074	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198082	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198082	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198083	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198083	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198102	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198102	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197885	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197885	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197988	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197988	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198105	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198105	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198087	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198087	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198109	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198109	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197834	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197834	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197840	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197840	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197845	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197845	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197903	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197903	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197939	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197939	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197839	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197839	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197975	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197975	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198040	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198040	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198041	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198041	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198057	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198057	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198065	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198065	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198081	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0198081	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197857	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197857	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197860	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197860	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197870	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197870	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197873	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197873	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197875	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197875	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197879	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197879	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197884	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197884	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197913	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197913	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197928	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197928	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197936	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197936	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197941	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197941	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197957	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197957	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197959	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197959	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197850	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197850	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197855	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197855	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197856	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197856	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197863	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197863	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197866	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197866	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197881	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197881	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197883	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197883	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	forest soil	forest soil	ENVO_00002261	ENVO:00002261
Gb0197889	forest biome	forest floor	forest soil	ENVO_01000174	ENVO_01001582	ENVO_00002261	biolink:OntologyClass	Forest soil	forest soil	ENVO_00002261	ENVO:00002261
